2025-07-28 16:42:24 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1933414/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:42:25 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1693134/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:42:26 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/925177/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:42:28 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/851968/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:42:29 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1888543/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:42:30 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1413447/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:42:31 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/1502211/000195004725005231/0001950047-25-005231.txt
2025-07-28 16:42:32 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/731012/000195004725005231/0001950047-25-005231.txt
2025-07-28 16:42:33 | Super Micro Computer, Inc. | Officer | Shares: 200000 | Value: $12,000,200.0 | Outstanding: 596,817,646 | Percent: 0.033511% | Link: https://www.sec.gov/Archives/edgar/data/1392942/000200731725000761/0002007317-25-000761.txt
2025-07-28 16:42:34 | Super Micro Computer, Inc. | Officer | Shares: 200000 | Value: $12,000,200.0 | Outstanding: 596,817,646 | Percent: 0.033511% | Link: https://www.sec.gov/Archives/edgar/data/1375365/000200731725000761/0002007317-25-000761.txt
2025-07-28 16:50:49 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1933414/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:50:50 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1693134/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:50:51 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/925177/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:50:52 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/851968/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:50:54 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1888543/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:50:55 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1413447/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:50:56 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/1502211/000195004725005231/0001950047-25-005231.txt
2025-07-28 16:50:57 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/731012/000195004725005231/0001950047-25-005231.txt
2025-07-28 17:02:18 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/731012/000195004725005231/0001950047-25-005231.txt
2025-10-07 23:36:32 | Silver Lake Partners V DE (AIV), L.P. | See Remarks | Shares: 106543 | Value: $15,529,707.68 | Percent: 0.031461% | Link: https://www.sec.gov/Archives/edgar/data/1737659/000119312525233781/0001193125-25-233781.txt
2025-10-07 23:36:33 | Silver Lake Partners V DE (AIV), L.P. | See Remarks | Shares: 106543 | Value: $15,529,707.68 | Percent: 0.031461% | Link: https://www.sec.gov/Archives/edgar/data/1571996/000119312525233781/0001193125-25-233781.txt
2025-10-07 23:36:35 | Silver Lake Partners IV, L.P. | See Remarks | Shares: 207847 | Value: $30,295,778.72 | Percent: 0.061376% | Link: https://www.sec.gov/Archives/edgar/data/1571996/000119312525233779/0001193125-25-233779.txt
2025-10-07 23:36:36 | Silver Lake Partners IV, L.P. | See Remarks | Shares: 207847 | Value: $30,295,778.72 | Percent: 0.061376% | Link: https://www.sec.gov/Archives/edgar/data/1552054/000119312525233779/0001193125-25-233779.txt
2025-10-07 23:45:40 | SL SPV-2, L.P. | See remarks | Shares: 179852 | Value: $26,215,227.52 | Percent: 0.053109% | Link: https://www.sec.gov/Archives/edgar/data/1767114/000119312525233782/0001193125-25-233782.txt
2025-10-07 23:45:41 | SL SPV-2, L.P. | See remarks | Shares: 179852 | Value: $26,215,227.52 | Percent: 0.053109% | Link: https://www.sec.gov/Archives/edgar/data/1571996/000119312525233782/0001193125-25-233782.txt
2025-10-08 01:08:38 | BCC Redwire Aggregator, L.P. | 10% Stockholder | Shares: 9962691 | Value: $111,781,393.0 | Percent: 6.419752% | Link: https://www.sec.gov/Archives/edgar/data/1953825/000095010325012950/0000950103-25-012950.txt
2025-10-08 01:08:39 | BCC Redwire Aggregator, L.P. | 10% Stockholder | Shares: 9962691 | Value: $111,781,393.0 | Percent: 6.419752% | Link: https://www.sec.gov/Archives/edgar/data/1819810/000095010325012950/0000950103-25-012950.txt
2025-10-08 02:36:38 | Alexandria Forbes | Officer | Shares: 47500 | Value: $398,525.0 | Percent: 0.059045% | Link: https://www.sec.gov/Archives/edgar/data/1735438/000167860425000007/0001678604-25-000007.txt
2025-10-08 02:36:39 | Alexandria Forbes | Officer | Shares: 47500 | Value: $398,525.0 | Percent: 0.059045% | Link: https://www.sec.gov/Archives/edgar/data/1678604/000167860425000007/0001678604-25-000007.txt
2025-10-08 02:36:40 | Abby Payne | Officer | Shares: 26031 | Value: $587,095.36 | Percent: 0.004676% | Link: https://www.sec.gov/Archives/edgar/data/2052444/000121390025097202/0001213900-25-097202.txt
2025-10-08 02:36:41 | Abby Payne | Officer | Shares: 26031 | Value: $587,095.36 | Percent: 0.004676% | Link: https://www.sec.gov/Archives/edgar/data/2030781/000121390025097202/0001213900-25-097202.txt
2025-10-08 02:36:42 | Matt Mills | Officer | Shares: 50671 | Value: $1,142,818.53 | Percent: 0.009103% | Link: https://www.sec.gov/Archives/edgar/data/2030781/000121390025097200/0001213900-25-097200.txt
2025-10-08 02:36:43 | Matt Mills | Officer | Shares: 50671 | Value: $1,142,818.53 | Percent: 0.009103% | Link: https://www.sec.gov/Archives/edgar/data/1786883/000121390025097200/0001213900-25-097200.txt
2025-10-08 02:36:43 | Mark McClain | Officer &amp; Director | Shares: 145058 | Value: $3,271,594.61 | Percent: 0.026060% | Link: https://www.sec.gov/Archives/edgar/data/2030781/000121390025097198/0001213900-25-097198.txt
2025-10-08 02:36:44 | Mark McClain | Officer &amp; Director | Shares: 145058 | Value: $3,271,594.61 | Percent: 0.026060% | Link: https://www.sec.gov/Archives/edgar/data/1722498/000121390025097198/0001213900-25-097198.txt
2025-10-08 02:36:45 | Chandra Gnanasambandam | Officer | Shares: 12654 | Value: $285,394.52 | Percent: 0.002273% | Link: https://www.sec.gov/Archives/edgar/data/2058357/000121390025097197/0001213900-25-097197.txt
2025-10-08 02:36:46 | Chandra Gnanasambandam | Officer | Shares: 12654 | Value: $285,394.52 | Percent: 0.002273% | Link: https://www.sec.gov/Archives/edgar/data/2030781/000121390025097197/0001213900-25-097197.txt
2025-10-08 11:57:40 | Hyong (Ken) Kim | Chief Medical Officer | Shares: 35500 | Value: $602,790.0 | Percent: 0.017926% | Link: https://www.sec.gov/Archives/edgar/data/1993255/000199325525000009/0001993255-25-000009.txt
2025-10-08 11:57:40 | Hyong (Ken) Kim | Chief Medical Officer | Shares: 35500 | Value: $602,790.0 | Percent: 0.017926% | Link: https://www.sec.gov/Archives/edgar/data/1832466/000199325525000009/0001993255-25-000009.txt
2025-10-08 14:11:39 | BURKE JAMES A | Officer | Shares: 19596 | Value: $3,947,261.29 | Percent: 0.005784% | Link: https://www.sec.gov/Archives/edgar/data/1692819/000195917325006389/0001959173-25-006389.txt
2025-10-08 14:11:40 | BURKE JAMES A | Officer | Shares: 19596 | Value: $3,947,261.29 | Percent: 0.005784% | Link: https://www.sec.gov/Archives/edgar/data/1268406/000195917325006389/0001959173-25-006389.txt
2025-10-08 15:24:51 | GREEN WILLIAM D | Director | Shares: 42736 | Value: $6,837,760.0 | Percent: 0.012685% | Link: https://www.sec.gov/Archives/edgar/data/1571996/000195917325006390/0001959173-25-006390.txt
2025-10-08 15:24:52 | GREEN WILLIAM D | Director | Shares: 42736 | Value: $6,837,760.0 | Percent: 0.012685% | Link: https://www.sec.gov/Archives/edgar/data/1232906/000195917325006390/0001959173-25-006390.txt
2025-10-08 19:27:25 | Gatling John A. | Former Officer | Shares: 5817 | Value: $191,600.34 | Percent: 0.004438% | Link: https://www.sec.gov/Archives/edgar/data/1789832/000195917325006392/0001959173-25-006392.txt
2025-10-08 19:27:26 | Gatling John A. | Former Officer | Shares: 5817 | Value: $191,600.34 | Percent: 0.004438% | Link: https://www.sec.gov/Archives/edgar/data/1702312/000195917325006392/0001959173-25-006392.txt
2025-10-08 20:21:37 | MARK CHIPLOCK | Officer | Shares: 5900 | Value: $229,215.0 | Percent: 0.017001% | Link: https://www.sec.gov/Archives/edgar/data/1755243/000195004725007851/0001950047-25-007851.txt
2025-10-08 20:21:39 | MARK CHIPLOCK | Officer | Shares: 5900 | Value: $229,215.0 | Percent: 0.017001% | Link: https://www.sec.gov/Archives/edgar/data/1488139/000195004725007851/0001950047-25-007851.txt
2025-10-08 20:21:40 | EDWARD M KAYE | Director | Shares: 25000 | Value: $682,750.0 | Percent: 0.045623% | Link: https://www.sec.gov/Archives/edgar/data/1623526/000195004725007849/0001950047-25-007849.txt
2025-10-08 20:21:41 | EDWARD M KAYE | Director | Shares: 25000 | Value: $682,750.0 | Percent: 0.045623% | Link: https://www.sec.gov/Archives/edgar/data/1522780/000195004725007849/0001950047-25-007849.txt
2025-10-08 20:21:43 | THE DAVID A DUFFIELD TRUST U/T/A 7/14/88 | 10% Stockholder | Shares: 75053 | Value: $17,500,108.01 | Percent: 0.034587% | Link: https://www.sec.gov/Archives/edgar/data/1327811/000195004725007848/0001950047-25-007848.txt
2025-10-08 20:21:44 | THE DAVID A DUFFIELD TRUST U/T/A 7/14/88 | 10% Stockholder | Shares: 75053 | Value: $17,500,108.01 | Percent: 0.034587% | Link: https://www.sec.gov/Archives/edgar/data/938071/000195004725007848/0001950047-25-007848.txt
2025-10-08 20:21:46 | OMNADORA CAPITAL LLC | Director | Shares: 50000 | Value: $6,441,500.0 | Percent: 0.013496% | Link: https://www.sec.gov/Archives/edgar/data/2058037/000195004725007847/0001950047-25-007847.txt
2025-10-08 20:21:47 | OMNADORA CAPITAL LLC | Director | Shares: 50000 | Value: $6,441,500.0 | Percent: 0.013496% | Link: https://www.sec.gov/Archives/edgar/data/1769628/000195004725007847/0001950047-25-007847.txt
2025-10-08 20:37:13 | Richard Schwartz | Officer | Shares: 193905 | Value: $3,529,477.0 | Percent: 0.205071% | Link: https://www.sec.gov/Archives/edgar/data/1834345/000162828025044615/0001628280-25-044615.txt
2025-10-08 20:37:14 | Richard Schwartz | Officer | Shares: 193905 | Value: $3,529,477.0 | Percent: 0.205071% | Link: https://www.sec.gov/Archives/edgar/data/1793659/000162828025044615/0001628280-25-044615.txt
2025-10-08 20:37:17 | 1 | Director | Shares: 22629 | Value: $271,548.0 | Percent: 0.024883% | Link: https://www.sec.gov/Archives/edgar/data/1840776/000162828025044607/0001628280-25-044607.txt
2025-10-08 20:37:18 | 1 | Director | Shares: 22629 | Value: $271,548.0 | Percent: 0.024883% | Link: https://www.sec.gov/Archives/edgar/data/1124462/000162828025044607/0001628280-25-044607.txt
2025-10-08 20:37:19 | OLIVIER POMEL | Director | Shares: 25620 | Value: $3,958,802.4 | Percent: 0.007925% | Link: https://www.sec.gov/Archives/edgar/data/1783990/000195004725007856/0001950047-25-007856.txt
2025-10-08 20:37:20 | OLIVIER POMEL | Director | Shares: 25620 | Value: $3,958,802.4 | Percent: 0.007925% | Link: https://www.sec.gov/Archives/edgar/data/1561550/000195004725007856/0001950047-25-007856.txt
2025-10-08 20:47:01 | Wayne DeVeydt | former director | Shares: 25000 | Value: $513,185.65 | Percent: 0.019499% | Link: https://www.sec.gov/Archives/edgar/data/1638833/000196922325000839/0001969223-25-000839.txt
2025-10-08 20:47:02 | Wayne DeVeydt | former director | Shares: 25000 | Value: $513,185.65 | Percent: 0.019499% | Link: https://www.sec.gov/Archives/edgar/data/1321392/000196922325000839/0001969223-25-000839.txt
2025-10-08 20:56:18 | HUANG JEN HSUN | Officer | Shares: 75000 | Value: $14,129,279.0 | Percent: 0.000309% | Link: https://www.sec.gov/Archives/edgar/data/1197649/000192109425001247/0001921094-25-001247.txt
2025-10-08 20:56:19 | HUANG JEN HSUN | Officer | Shares: 75000 | Value: $14,129,279.0 | Percent: 0.000309% | Link: https://www.sec.gov/Archives/edgar/data/1045810/000192109425001247/0001921094-25-001247.txt
2025-10-08 20:56:20 | Atlas Venture Opportunity Fund I, L.P. | Shareholder | Shares: 71961 | Value: $4,885,432.29 | Percent: 0.206989% | Link: https://www.sec.gov/Archives/edgar/data/1816736/000162828025044621/0001628280-25-044621.txt
2025-10-08 20:56:21 | Atlas Venture Opportunity Fund I, L.P. | Shareholder | Shares: 71961 | Value: $4,885,432.29 | Percent: 0.206989% | Link: https://www.sec.gov/Archives/edgar/data/1759241/000162828025044621/0001628280-25-044621.txt
2025-10-08 21:16:00 | OCAMPO SUSAN | 10% Stockholder | Shares: 150000 | Value: $19,195,500.0 | Percent: 0.201420% | Link: https://www.sec.gov/Archives/edgar/data/1493594/000194984625000523/0001949846-25-000523.txt
2025-10-08 21:16:02 | OCAMPO SUSAN | 10% Stockholder | Shares: 150000 | Value: $19,195,500.0 | Percent: 0.201420% | Link: https://www.sec.gov/Archives/edgar/data/1252243/000194984625000523/0001949846-25-000523.txt
2025-10-08 22:56:04 | GARY BURNISON | CEO | Shares: 31784 | Value: $2,243,771.0 | Percent: 0.060667% | Link: https://www.sec.gov/Archives/edgar/data/1236810/000162828025044640/0001628280-25-044640.txt
2025-10-08 22:56:05 | GARY BURNISON | CEO | Shares: 31784 | Value: $2,243,771.0 | Percent: 0.060667% | Link: https://www.sec.gov/Archives/edgar/data/56679/000162828025044640/0001628280-25-044640.txt
2025-10-08 23:15:25 | SL SPV-2, L.P. | See remarks | Shares: 179836 | Value: $27,131,857.32 | Percent: 0.053104% | Link: https://www.sec.gov/Archives/edgar/data/1767114/000119312525234809/0001193125-25-234809.txt
2025-10-08 23:15:26 | SL SPV-2, L.P. | See remarks | Shares: 179836 | Value: $27,131,857.32 | Percent: 0.053104% | Link: https://www.sec.gov/Archives/edgar/data/1571996/000119312525234809/0001193125-25-234809.txt
2025-10-08 23:15:27 | Silver Lake Partners V DE (AIV), L.P. | See Remarks | Shares: 106386 | Value: $16,050,455.82 | Percent: 0.031415% | Link: https://www.sec.gov/Archives/edgar/data/1737659/000119312525234806/0001193125-25-234806.txt
2025-10-08 23:15:28 | Silver Lake Partners V DE (AIV), L.P. | See Remarks | Shares: 106386 | Value: $16,050,455.82 | Percent: 0.031415% | Link: https://www.sec.gov/Archives/edgar/data/1571996/000119312525234806/0001193125-25-234806.txt
2025-10-08 23:15:28 | Silver Lake Partners IV, L.P. | See Remarks | Shares: 208014 | Value: $31,383,072.18 | Percent: 0.061425% | Link: https://www.sec.gov/Archives/edgar/data/1571996/000119312525234803/0001193125-25-234803.txt
2025-10-08 23:15:29 | Silver Lake Partners IV, L.P. | See Remarks | Shares: 208014 | Value: $31,383,072.18 | Percent: 0.061425% | Link: https://www.sec.gov/Archives/edgar/data/1552054/000119312525234803/0001193125-25-234803.txt
2025-10-08 23:40:10 | TOBIAS DAVID | Officer | Shares: 964239 | Value: $28,445.0 | Percent: 0.647367% | Link: https://www.sec.gov/Archives/edgar/data/1582097/000109690625001659/0001096906-25-001659.txt
2025-10-08 23:40:11 | TOBIAS DAVID | Officer | Shares: 964239 | Value: $28,445.0 | Percent: 0.647367% | Link: https://www.sec.gov/Archives/edgar/data/1360442/000109690625001659/0001096906-25-001659.txt
2025-10-09 01:45:05 | Brian Carolan | Officer | Shares: 36899 | Value: $828,289.38 | Percent: 0.006629% | Link: https://www.sec.gov/Archives/edgar/data/2030781/000121390025097557/0001213900-25-097557.txt
2025-10-09 01:45:06 | Brian Carolan | Officer | Shares: 36899 | Value: $828,289.38 | Percent: 0.006629% | Link: https://www.sec.gov/Archives/edgar/data/1279714/000121390025097557/0001213900-25-097557.txt
2025-10-09 01:45:08 | Chris Schmitt | Officer | Shares: 28841 | Value: $647,402.64 | Percent: 0.005181% | Link: https://www.sec.gov/Archives/edgar/data/2030781/000121390025097556/0001213900-25-097556.txt
2025-10-09 01:45:09 | Chris Schmitt | Officer | Shares: 28841 | Value: $647,402.64 | Percent: 0.005181% | Link: https://www.sec.gov/Archives/edgar/data/1820482/000121390025097556/0001213900-25-097556.txt
2025-10-09 01:45:10 | Abby Payne | Officer | Shares: 26560 | Value: $596,187.03 | Percent: 0.004772% | Link: https://www.sec.gov/Archives/edgar/data/2052444/000121390025097555/0001213900-25-097555.txt
2025-10-09 01:45:11 | Abby Payne | Officer | Shares: 26560 | Value: $596,187.03 | Percent: 0.004772% | Link: https://www.sec.gov/Archives/edgar/data/2030781/000121390025097555/0001213900-25-097555.txt
2025-10-09 01:45:12 | Matt Mills | Officer | Shares: 51700 | Value: $1,160,514.72 | Percent: 0.009288% | Link: https://www.sec.gov/Archives/edgar/data/2030781/000121390025097554/0001213900-25-097554.txt
2025-10-09 01:45:14 | Matt Mills | Officer | Shares: 51700 | Value: $1,160,514.72 | Percent: 0.009288% | Link: https://www.sec.gov/Archives/edgar/data/1786883/000121390025097554/0001213900-25-097554.txt
2025-10-09 01:45:15 | Mark McClain | Officer &amp; Director | Shares: 148003 | Value: $3,322,253.4 | Percent: 0.026589% | Link: https://www.sec.gov/Archives/edgar/data/2030781/000121390025097553/0001213900-25-097553.txt
2025-10-09 01:45:16 | Mark McClain | Officer &amp; Director | Shares: 148003 | Value: $3,322,253.4 | Percent: 0.026589% | Link: https://www.sec.gov/Archives/edgar/data/1722498/000121390025097553/0001213900-25-097553.txt
2025-10-09 14:13:24 | BURKE JAMES A | Officer | Shares: 21365 | Value: $4,434,403.42 | Percent: 0.006306% | Link: https://www.sec.gov/Archives/edgar/data/1692819/000195917325006394/0001959173-25-006394.txt
2025-10-09 14:13:25 | BURKE JAMES A | Officer | Shares: 21365 | Value: $4,434,403.42 | Percent: 0.006306% | Link: https://www.sec.gov/Archives/edgar/data/1268406/000195917325006394/0001959173-25-006394.txt
2025-10-09 19:13:33 | Cobb Andrew Franklin | Officer | Shares: 7368 | Value: $214,851.0 | Percent: 0.023819% | Link: https://www.sec.gov/Archives/edgar/data/1885097/000119312525235714/0001193125-25-235714.txt
2025-10-09 19:13:33 | Cobb Andrew Franklin | Officer | Shares: 7368 | Value: $214,851.0 | Percent: 0.023819% | Link: https://www.sec.gov/Archives/edgar/data/910612/000119312525235714/0001193125-25-235714.txt
2025-10-09 20:18:59 | HUANG JEN HSUN | Officer | Shares: 75000 | Value: $14,491,151.0 | Percent: 0.000309% | Link: https://www.sec.gov/Archives/edgar/data/1197649/000192109425001250/0001921094-25-001250.txt
2025-10-09 20:18:59 | HUANG JEN HSUN | Officer | Shares: 75000 | Value: $14,491,151.0 | Percent: 0.000309% | Link: https://www.sec.gov/Archives/edgar/data/1045810/000192109425001250/0001921094-25-001250.txt
2025-10-09 20:19:01 | DANESH FARIBA | Director | Shares: 6335 | Value: $156,823.56 | Percent: 0.021112% | Link: https://www.sec.gov/Archives/edgar/data/1228855/000195917325006398/0001959173-25-006398.txt
2025-10-09 20:19:02 | DANESH FARIBA | Director | Shares: 6335 | Value: $156,823.56 | Percent: 0.021112% | Link: https://www.sec.gov/Archives/edgar/data/1040470/000195917325006398/0001959173-25-006398.txt
2025-10-09 20:36:22 | Hyep Ivan | Officer | Shares: 6415 | Value: $114,764.0 | Percent: 0.011757% | Link: https://www.sec.gov/Archives/edgar/data/2034668/000196922325000841/0001969223-25-000841.txt
2025-10-09 20:36:23 | Hyep Ivan | Officer | Shares: 6415 | Value: $114,764.0 | Percent: 0.011757% | Link: https://www.sec.gov/Archives/edgar/data/2023658/000196922325000841/0001969223-25-000841.txt
2025-10-09 20:36:24 | OLIVIER POMEL | Director | Shares: 63939 | Value: $10,493,668.68 | Percent: 0.019779% | Link: https://www.sec.gov/Archives/edgar/data/1783990/000195004725007878/0001950047-25-007878.txt
2025-10-09 20:36:26 | OLIVIER POMEL | Director | Shares: 63939 | Value: $10,493,668.68 | Percent: 0.019779% | Link: https://www.sec.gov/Archives/edgar/data/1561550/000195004725007878/0001950047-25-007878.txt
2025-10-09 20:36:27 | BRADLEY MAIORINO | Director | Shares: 13063 | Value: $431,862.78 | Percent: 0.045032% | Link: https://www.sec.gov/Archives/edgar/data/1745817/000195004725007877/0001950047-25-007877.txt
2025-10-09 20:36:28 | BRADLEY MAIORINO | Director | Shares: 13063 | Value: $431,862.78 | Percent: 0.045032% | Link: https://www.sec.gov/Archives/edgar/data/1122904/000195004725007877/0001950047-25-007877.txt
2025-10-09 20:55:58 | Ami Sagy | Shareholder | Shares: 140000 | Value: $308,000.0 | Percent: 1.100974% | Link: https://www.sec.gov/Archives/edgar/data/1740791/000121390025097844/0001213900-25-097844.txt
2025-10-09 20:55:59 | Ami Sagy | Shareholder | Shares: 140000 | Value: $308,000.0 | Percent: 1.100974% | Link: https://www.sec.gov/Archives/edgar/data/1631487/000121390025097844/0001213900-25-097844.txt
2025-10-09 20:56:00 | BLIND 1212, LLC | Affiliate | Shares: 15000 | Value: $518,413.5 | Percent: 0.003021% | Link: https://www.sec.gov/Archives/edgar/data/1883685/000195004725007880/0001950047-25-007880.txt
2025-10-09 20:56:01 | BLIND 1212, LLC | Affiliate | Shares: 15000 | Value: $518,413.5 | Percent: 0.003021% | Link: https://www.sec.gov/Archives/edgar/data/1810201/000195004725007880/0001950047-25-007880.txt
2025-10-09 20:56:02 | YABMS, LLC | Affiliate | Shares: 15000 | Value: $518,365.5 | Percent: 0.003021% | Link: https://www.sec.gov/Archives/edgar/data/1883685/000195004725007879/0001950047-25-007879.txt
2025-10-09 20:56:02 | YABMS, LLC | Affiliate | Shares: 15000 | Value: $518,365.5 | Percent: 0.003021% | Link: https://www.sec.gov/Archives/edgar/data/1810201/000195004725007879/0001950047-25-007879.txt
2025-10-09 21:30:11 | GARY BURNISON | CEO | Shares: 16864 | Value: $1,180,635.0 | Percent: 0.032189% | Link: https://www.sec.gov/Archives/edgar/data/1236810/000162828025044710/0001628280-25-044710.txt
2025-10-09 21:30:12 | GARY BURNISON | CEO | Shares: 16864 | Value: $1,180,635.0 | Percent: 0.032189% | Link: https://www.sec.gov/Archives/edgar/data/56679/000162828025044710/0001628280-25-044710.txt
2025-10-09 22:54:12 | Michael S. Dell | Officer | Shares: 6253968 | Value: $1,000,053,261.0 | Percent: 1.846752% | Link: https://www.sec.gov/Archives/edgar/data/1571996/000112329225000528/0001123292-25-000528.txt
2025-10-09 22:54:13 | Michael S. Dell | Officer | Shares: 6253968 | Value: $1,000,053,261.0 | Percent: 1.846752% | Link: https://www.sec.gov/Archives/edgar/data/908724/000112329225000528/0001123292-25-000528.txt
2025-10-09 23:11:55 | Windsor Private Capital LP | 10% Stockholder | Shares: 30126 | Value: $86,694.86 | Percent: 0.224004% | Link: https://www.sec.gov/Archives/edgar/data/2034160/000203416025000009/0002034160-25-000009.txt
2025-10-09 23:11:56 | Windsor Private Capital LP | 10% Stockholder | Shares: 30126 | Value: $86,694.86 | Percent: 0.224004% | Link: https://www.sec.gov/Archives/edgar/data/803578/000203416025000009/0002034160-25-000009.txt
2025-10-09 23:27:18 | Buddy Chester Sub LLC | 10% Stockholder | Shares: 13280212 | Value: $507,968,109.0 | Percent: 5.900703% | Link: https://www.sec.gov/Archives/edgar/data/1777952/000119312525236159/0001193125-25-236159.txt
2025-10-09 23:27:19 | Buddy Chester Sub LLC | 10% Stockholder | Shares: 13280212 | Value: $507,968,109.0 | Percent: 5.900703% | Link: https://www.sec.gov/Archives/edgar/data/1766502/000119312525236159/0001193125-25-236159.txt
2025-10-10 01:15:09 | Brian Carolan | Officer | Shares: 84699 | Value: $1,899,229.42 | Percent: 0.015216% | Link: https://www.sec.gov/Archives/edgar/data/2030781/000121390025097895/0001213900-25-097895.txt
2025-10-10 01:15:09 | Brian Carolan | Officer | Shares: 84699 | Value: $1,899,229.42 | Percent: 0.015216% | Link: https://www.sec.gov/Archives/edgar/data/1279714/000121390025097895/0001213900-25-097895.txt
2025-10-10 02:40:43 | Chris Schmitt | Officer | Shares: 34186 | Value: $766,563.41 | Percent: 0.006142% | Link: https://www.sec.gov/Archives/edgar/data/2030781/000121390025097900/0001213900-25-097900.txt
2025-10-10 02:40:45 | Chris Schmitt | Officer | Shares: 34186 | Value: $766,563.41 | Percent: 0.006142% | Link: https://www.sec.gov/Archives/edgar/data/1820482/000121390025097900/0001213900-25-097900.txt
2025-10-10 02:40:46 | Abby Payne | Officer | Shares: 31481 | Value: $705,921.64 | Percent: 0.005656% | Link: https://www.sec.gov/Archives/edgar/data/2052444/000121390025097899/0001213900-25-097899.txt
2025-10-10 02:40:47 | Abby Payne | Officer | Shares: 31481 | Value: $705,921.64 | Percent: 0.005656% | Link: https://www.sec.gov/Archives/edgar/data/2030781/000121390025097899/0001213900-25-097899.txt
2025-10-10 02:40:48 | Matt Mills | Officer | Shares: 61279 | Value: $1,374,089.04 | Percent: 0.011009% | Link: https://www.sec.gov/Archives/edgar/data/2030781/000121390025097898/0001213900-25-097898.txt
2025-10-10 02:40:49 | Matt Mills | Officer | Shares: 61279 | Value: $1,374,089.04 | Percent: 0.011009% | Link: https://www.sec.gov/Archives/edgar/data/1786883/000121390025097898/0001213900-25-097898.txt
2025-10-10 02:40:50 | Mark McClain | Officer &amp; Director | Shares: 175425 | Value: $3,933,624.49 | Percent: 0.031515% | Link: https://www.sec.gov/Archives/edgar/data/2030781/000121390025097897/0001213900-25-097897.txt
